,aspectRating,aspectSentences,Content,Overall
2295,3.0,"['great continental breakfast we stayed for 2 nights and it was just okay.', 'it is about a 15-20 minute walk to pike market, and the front desk staff suggested a great place to eat.', 'we would have saved about $30cad/night if we called them directly (we know this because expedia charged us when we booked the room in august, then the hotel accidentally charged us after we checked out).', 'they also do not have a 1-800 number if you are trying to contact the hotel directly and the reservation line (which is a 1-800 number) cannot transfer you.', 'the free continental breakfast is great - they have a variety of foods and you can make your own waffles!']","great continental breakfast we stayed for 2 nights and it was just okay. you can see that they have really made an effort to renovate, but there are still a few touches needed. for example, the bedding is all new, but the carpeting is still old, the bathrooms still need painting and look grungy, plus the elevators have a funny smell. when we arrived 2 hours before check-in they didn't have any rooms available. however, there is free parking, and they are located close to the space needle (only a few blocks away). it is about a 15-20 minute walk to pike market, and the front desk staff suggested a great place to eat. but if you are considering booking a room, shop around for rates but then call them directly. we would have saved about $30cad/night if we called them directly (we know this because expedia charged us when we booked the room in august, then the hotel accidentally charged us after we checked out). they also do not have a 1-800 number if you are trying to contact the hotel directly and the reservation line (which is a 1-800 number) cannot transfer you. the free continental breakfast is great - they have a variety of foods and you can make your own waffles! the pool looked nice, but we didn't get a chance to use it. ",2.0
2296,5.0,"['loved the renovations, new bedding and manager i stayed at this travelodge in december 2007 (no comment) and again on september 4th.... big big big difference, the bedding - omg like staying at a hilton, the docor... like a possible trendy hotel, the new manager..... very friendly, knowledgeble, passionate.... new hotel, new staff and i am a believer now... i came back by not much choice and is very happy that i did.free parking and just a block from the space needle and monorail.... and the breakfast..... wow!', 'i recommend this hotel to my mother..... ']","loved the renovations, new bedding and manager i stayed at this travelodge in december 2007 (no comment) and again on september 4th.... big big big difference, the bedding - omg like staying at a hilton, the docor... like a possible trendy hotel, the new manager..... very friendly, knowledgeble, passionate.... new hotel, new staff and i am a believer now... i came back by not much choice and is very happy that i did.free parking and just a block from the space needle and monorail.... and the breakfast..... wow! i recommend this hotel to my mother..... ",5.0
2297,3.0,"[""not bad stayed here with my girlfriend for one night.it has great location for the space needle, it's about a five minute walk although not sure about how far from dowtown.the hotel itself was nice and clean and the room and bathroom were a good size.there was also a small pool and an excellent complimentary breakfast along with free wifi.our main complaint was the rude service we received from the front desk upon arrival and when checking out."", 'the man/teenager that checked us in was quite ignorant and rude.overall we would of been happy to stay in this hotel longer if we had been in seattle longer. ']","not bad stayed here with my girlfriend for one night.it has great location for the space needle, it's about a five minute walk although not sure about how far from dowtown.the hotel itself was nice and clean and the room and bathroom were a good size.there was also a small pool and an excellent complimentary breakfast along with free wifi.our main complaint was the rude service we received from the front desk upon arrival and when checking out. the man/teenager that checked us in was quite ignorant and rude.overall we would of been happy to stay in this hotel longer if we had been in seattle longer. ",4.0
2298,4.0,"['good location, but average hotel my family and i stayed at this hotel for six nights in may.', 'the hotel is still undergoing renovations.', 'the best and worst things about the hotel are its location.', ""it's also about a 5-10 minute walk from lake union."", ""i'm not sure if i would walk it at night."", ""it didn't seem to us as if there were very many restaurants close by."", 'the hotel staff seemed uninterested.']","good location, but average hotel my family and i stayed at this hotel for six nights in may. the hotel is still undergoing renovations. the best and worst things about the hotel are its location. it is very close to the space needle (about three blocks away). it's also about a 5-10 minute walk from lake union. the neighborhood felt fairly safe during the daytime. i'm not sure if i would walk it at night. there were a few transients in the area. it didn't seem to us as if there were very many restaurants close by. the room was very small, but did seem as if it had been recently renovated. the remote controls for the tv were very simplistic, so that you had to scroll through each channel rather than being able to simply enter the channel you wanted. the free internet in the lobby was cool, but they ask you to limit your time to 15 minutes. the breakfast sucked! i'm still trying to figure out how they can say it has 26 items. the eggs were like hard biscuits and nothing had flavor to it. it was mainly bread, waffles, bagels, and danishes. the hotel staff seemed uninterested. you can hear everything that goes on above you and in the rooms next door. ",2.0
2299,4.0,"['nice hotel and good service!', 'we just returned from our 7-days stay at the travelodge seattle by the space needle and we really enjoyed our vacation at this hotel.', 'we had a two doublebed-room for two people and it was okay, the bathroom was great, very light and clean and the shower was super.', 'we had no car during our stay but we reached most of the sightseeing spots of seattle by foot and those outside downtown by bus.', ""if you don't want to walk much, you can also take the monorail to get downtown."", 'the space needle and the emp and scifi museum are only a few minutes away and you can also reach belltown within 10 minutes, where you can find many nice small restaurants and bars.', 'all things considered i can recommend this hotel for tourists who want to see much of the city and stay at a good and advantageous hotel. ']","nice hotel and good service! we just returned from our 7-days stay at the travelodge seattle by the space needle and we really enjoyed our vacation at this hotel. the staff was very obliging and i really liked the 24 hour coffee in the lobby. we had a two doublebed-room for two people and it was okay, the bathroom was great, very light and clean and the shower was super. i also liked the express check-in/ check-out and the free-internet in the lobby. we had no car during our stay but we reached most of the sightseeing spots of seattle by foot and those outside downtown by bus. if you don't want to walk much, you can also take the monorail to get downtown. the space needle and the emp and scifi museum are only a few minutes away and you can also reach belltown within 10 minutes, where you can find many nice small restaurants and bars. all things considered i can recommend this hotel for tourists who want to see much of the city and stay at a good and advantageous hotel. ",4.0
2300,4.0,"[""hmm the jury's out the hotel is undergoing renovations, which is fine and will make for a better hotel, but some of the desk staff were really indifferent to rude."", ""the 26 item breakfast didn't allow anything for someone wheat intolerant as i am and i was sorry to have asked if there were an alternative cereal in the stores.. :(some of the desk staff were okay but for a business making its money in..er..tourism..the attitude of some of the others could well have been improved.great location though!""]","hmm the jury's out the hotel is undergoing renovations, which is fine and will make for a better hotel, but some of the desk staff were really indifferent to rude. offering 24 hour coffee in the lobby and wireless internet access in the room was appreciated. the 26 item breakfast didn't allow anything for someone wheat intolerant as i am and i was sorry to have asked if there were an alternative cereal in the stores.. :(some of the desk staff were okay but for a business making its money in..er..tourism..the attitude of some of the others could well have been improved.great location though! being right at the foot of the space needle means the monorail into the city centre is right there as well, so makes for quick trips. ",3.0
2301,5.0,"['we stayed for two nights, last minute, and we needed downtown.', ""the room was clean and practical; if you're in town for a weekend and just need a place to crash, it was in a great location. ""]","not bad. we stayed for two nights, last minute, and we needed downtown. tlbtsn was the cheapest on expedia. the elevator had some issues involving the door, but we just took the stairs. our room was small for two double beds, but the bathroom was beautiful and warm. it's quite apparent that they no longer approve of smoking in the rooms(they even make you sign an agreement), and you can tell why. one bed had multiple strange black marks (burns?) on the blanket, and the room was stuffy. fortunately we were spending only a few sleeping hours there, so no big deal. the continental breakfast included waffles, toast, sausage and eggs, coffee, juices, bagels, pastries, cereal, and fruit. yum! the room was clean and practical; if you're in town for a weekend and just need a place to crash, it was in a great location. ",3.0
2302,1.0,"['terrified i had done some brief research before hand before settling on this hotel for the night.', 'after getting into the hotel room i locked the door and looked around.', ""i promptly left at 8am and didn't even bother to stay for their new continental breakfast."", 'never again will i stay in a travelodge. ']","terrified i had done some brief research before hand before settling on this hotel for the night. big mistake. i walked in and it was dark  dingy. that should have been my first warning. after booking a room (i was running late for my meeting) i went up in the elevator to the 4th floor (thought it was safest up there) and i thought the elevator was going to break down on the way up. after getting into the hotel room i locked the door and looked around. there was a weird smell which i wasn't able to pin-point until about 15 minutes later when someone was trying to get into my room. i identified that it was a maintenance man before i let him into the room. he tried to explain to me that the carpets had to be steam cleaned because the people before me made a little mess. a little mess should not require steam cleaning! i sucked it up and wouldn't ask for another room because my thought is it could only get worse. i left for my meeting and came back around 11:30 pm, promptly went up to the room, threw both locks on the door and even put a chair against the door. heat? don't think so... it was a heat/air conditioning box by the window that was so loud you couldn't sleep with it on. the night was restless and i woke up several times because i was cold. the sheets were clean, the bed was nice, but the bedspread smelt like vomit and the other one had cigarette burns in it. i promptly left at 8am and didn't even bother to stay for their new continental breakfast. i was too frazzled to complain (i've sent a letter to the head office) on the spot. made it home 3 hours later where i tried to scrub the horror of the room off of me. never again will i stay in a travelodge. ",1.0
2303,3.0,"['not recommended when we planned our trip to seattle, we booked a room online with 2 queens beds, and confirmed our reservation over the phone.', 'the front counter staff(who were the only good part of our experience) offered us a room with a king bed and a hide-a-bed.', 'we ended up back in a double bed room(after an hour of mucking around) and the management only knocked $10 off of our bill.the hotel is extremely run-down.', 'the hotel is in the middle of a reno, but from what i saw, the work being done is a bandaid at best.', 'the only positive thing i can say about my stay(other than the cheerful and helpful front desk staff) is that the hotel is very close to all the action.']","not recommended when we planned our trip to seattle, we booked a room online with 2 queens beds, and confirmed our reservation over the phone. all was okay. upon arrival, we discovered that there were no queen rooms available. we were offered a room with 2 double beds, and the beds ended up being way too small. the front counter staff(who were the only good part of our experience) offered us a room with a king bed and a hide-a-bed. unfortunately, the room in question was beside the elevator shaft, and was extremely noisy. on top of that, with the hide-a-bed open, you couldn't access the bathroom????? we ended up back in a double bed room(after an hour of mucking around) and the management only knocked $10 off of our bill.the hotel is extremely run-down. the bathrooms in both rooms we were in were severely dated. the hotel is in the middle of a reno, but from what i saw, the work being done is a bandaid at best. the only positive thing i can say about my stay(other than the cheerful and helpful front desk staff) is that the hotel is very close to all the action. they also offer free parking, if you can find a spot in their very small lot.i rate the space needle travelodge a 3 out of 10. ",1.0
2304,3.0,"['nice hotel, ok neighborhood.', 'my wife and i just got back a visit to seattle and stayed at the travelodge for five nights.', 'overall out experience was good, keeping in mind that we were looking for a cheap hotel that was close to downtown attractions.i will start with the review of the area since that has come into question in a couple other reviews.', 'the hotel was in an older area of the city most likely built for the 1962 worldHuo Chu  fair.', 'i felt safe walking both day and night but i was very aware of my surroundings, keeping an eye out for any possible problems.', 'the location was nice in that it was about a 3 blk walk to the seattle center (space needle area) and from there you could take the monorail into downtown or if you wanted to walk a little further towards downtown you could get on one of the free buses from 6am to 7pm.', 'the free parking at the hotel was a great benefit as we saw the parking lots in the area charged between $10  $20/day.now onto the hotel itself.', 'during our stay the put up new lights in the lobby and hallways.', 'the room looks very nice and overall breakfast was pretty good.', 'they had sausage patties and egg patties (similar to what you would get at mcdonalds but tasted a little better).', 'also, they had a good selection of coffee and four different kinds of juices.finally, the room was what i expected it to be.', 'it wasnHuo Zhua  large but big enough to fit a king size bed and still have plenty of room to walk around.', 'in the closet there was an electronic safe which was large enough to fit my laptop the bathroom was old and could use some updating but my only real issue would be that there was only a shower which could be a problem if you wanted to take a bath.', 'i was told they were going to be upgrading the internet and hopefully it would be more reliable then.', 'i should also mention there were two computers in the lobby available for guest use and when we arrived there was a printer attached to one of them but they took out the printer about half way through out stay.', 'i wasnHuo Zhua  using it so i didnHuo Zhua  ask if they would be putting it back or what happened to it.as i stated before, overall i was happy with hotel and would probably stay here again.', 'all my wife and i want when we go on vacation is a clean and safe place to sleep as we spend very little time in our room.']","nice hotel, ok neighborhood. my wife and i just got back a visit to seattle and stayed at the travelodge for five nights. overall out experience was good, keeping in mind that we were looking for a cheap hotel that was close to downtown attractions.i will start with the review of the area since that has come into question in a couple other reviews. the hotel was in an older area of the city most likely built for the 1962 worldHuo Chu  fair. as a result of this there were a few homeless people and possibly drug dealers in the area. it should be mentioned though that these people never bothered us and we walked around the area/city a lot. often times we walked to dinner and other attractions. i felt safe walking both day and night but i was very aware of my surroundings, keeping an eye out for any possible problems. the location was nice in that it was about a 3 blk walk to the seattle center (space needle area) and from there you could take the monorail into downtown or if you wanted to walk a little further towards downtown you could get on one of the free buses from 6am to 7pm. we did have a rental car which we took at times to go to see the boeing tour and mt. rainier among other places. the free parking at the hotel was a great benefit as we saw the parking lots in the area charged between $10  $20/day.now onto the hotel itself. it is still going through major upgrades. during our stay the put up new lights in the lobby and hallways. they also put new electronic locks on the doors. due to this upgrade the hallways were not the cleanest at all times (sheetrock and other debris) but this did not affect our room. there is a pool and hot tub which we did not use. i did see a couple of people using the hot tub and it appeared to be nice. i did check one night and the water was very warm so that is a plus. the breakfast area is a room they converted into the breakfast area. the room looks very nice and overall breakfast was pretty good. they had sausage patties and egg patties (similar to what you would get at mcdonalds but tasted a little better). they also had cold cereal, bread for toast, bagels, and a small selection of pastries which could have been better. one of the nice things is they had waffle makers. also, they had a good selection of coffee and four different kinds of juices.finally, the room was what i expected it to be. it wasnHuo Zhua  large but big enough to fit a king size bed and still have plenty of room to walk around. it had an approximately 21Huo ?tv with a large selection of channels. it had an approximately 3Huo Jia 3Huo ?table and two night stands. in the closet there was an electronic safe which was large enough to fit my laptop the bathroom was old and could use some updating but my only real issue would be that there was only a shower which could be a problem if you wanted to take a bath. also, the room had free wireless internet which worked about half the time.the staff was very friendly and helpful. i was told they were going to be upgrading the internet and hopefully it would be more reliable then. there was a flier in the elevator that said they hoped to be done with phase 1 of the upgrades this summer. i should also mention there were two computers in the lobby available for guest use and when we arrived there was a printer attached to one of them but they took out the printer about half way through out stay. i wasnHuo Zhua  using it so i didnHuo Zhua  ask if they would be putting it back or what happened to it.as i stated before, overall i was happy with hotel and would probably stay here again. all my wife and i want when we go on vacation is a clean and safe place to sleep as we spend very little time in our room. probably the worst part was the neighborhood which unfortunately they have very little control over. ",3.0
2305,3.0,"['upgrades underway the hotel is in the midst of some required upgrades.', ""they offer free breakfast with 26 items, such as hot belgium waffles and seattle's best coffee."", 'the hotel room itself was clean - however, it did require some minor touch-ups, which will hopefully be addressed with the overhaul.', 'however, the hotel lobby door gets locked at night, and people are buzzed in, so the hotel premises were safe.', ""overall, it's an economical hotel that offers a good breakfast (they should, however, do away with the disposable dishes and cutlery for the sake of the environment), a clean room, and a great location that is mere minutes in walking distance to the space needle and the monorail.""]","upgrades underway the hotel is in the midst of some required upgrades. they offer free breakfast with 26 items, such as hot belgium waffles and seattle's best coffee. the hotel room itself was clean - however, it did require some minor touch-ups, which will hopefully be addressed with the overhaul. my husband ventured out late at night to the corner store at the gas station, and the area had some people of ill repute working at that time. however, the hotel lobby door gets locked at night, and people are buzzed in, so the hotel premises were safe. several hotels in the area contend with this challenge. overall, it's an economical hotel that offers a good breakfast (they should, however, do away with the disposable dishes and cutlery for the sake of the environment), a clean room, and a great location that is mere minutes in walking distance to the space needle and the monorail. the proposed upgrades from new management have come with excellent timing. ",3.0
2306,3.0,"['would go somewhere else we stayed for 1 day and a night the hotel itself is cheap and cheerful but if you like the sound of air con units all day and all night this is the place for you.', 'all in all i would not stay in this hotel again. ']","would go somewhere else we stayed for 1 day and a night the hotel itself is cheap and cheerful but if you like the sound of air con units all day and all night this is the place for you. we where also woken at 10:30pm by the desk clerk knocking on the door because they said our water was running all day , though it was not. this could have been handled much better and much earlier . all in all i would not stay in this hotel again. ",2.0
2307,1.0,"['sickning my family and i where taking a vacation to seattle and decided to stay here because it close to the space needle.', 'they seem to let alot of prostitutes stay there wearing practicly nothing, i was apauled.', 'i even saw them driving next to loads of prostitutes walking all around the area and they did nothing!!']","sickning my family and i where taking a vacation to seattle and decided to stay here because it close to the space needle. we arrived friday. the rooms where not than nice. they seem to let alot of prostitutes stay there wearing practicly nothing, i was apauled. at night the street right in front is full of drug addicts and prostitutes and they just let it go on.i 'm very upset my children saw this. i contacted the police and they did nothing. i even saw them driving next to loads of prostitutes walking all around the area and they did nothing!! i immediately checked out the next day, after a night of my children and wife and i hearing prostitutes have sex al lnight in the room next to us!! the police never returned my complaint call. the prostitues and pimps and drug atticts are around this whole area where other hotels are located also. i'm apauled they let this happen there, my family will never return to this city again! ",1.0
2308,5.0,"['nice hotel i do not really get what the complaints are about here.', 'we paid 100 a night on priceline and it was worth it, right near seattle center where you can also take the monorail to downtown.', 'the showers had great water pressure.', 'my only complaint would be the pillows.', 'they should either have 2 good ones or 4 pillows.', 'it was a minor thing, we would definitely stay again.']","nice hotel i do not really get what the complaints are about here. the staff was very nice. rooms are clean and basic. we paid 100 a night on priceline and it was worth it, right near seattle center where you can also take the monorail to downtown. the showers had great water pressure. my only complaint would be the pillows. 2 flat pillows is not acceptable. they should either have 2 good ones or 4 pillows. we asked for 2 pillows and they were brought up to us. it was a minor thing, we would definitely stay again. we did not eat breakfast there so i cannot comment on that. ",4.0
2309,2.0,"['a cheap place to stay three of us shared a room for one night while in town to attend a seattle seahawks game.', ""we basically just needed a place to sleep, and that's why we chose this property."", 'they asked us at check in which floor we would rather have - we said the ground floor, but when we discovered that the pool was right outside our window, we opted for the third floor overlooking an alley.', 'the bathroom was small - we did have a tub - and one of the outlets in our room was not working, but overall the condition of the room was what i expected for a $70 a night hotel in the downtown area of a major city.', 'we chose bagels, but they did not taste good at all, so we just popped over to the starbucks a block away.', 'the major complaint that i would have about this property is that they need to do renovations in their bathrooms.', ""from the other reviews i've read, it sounds as though the comfort of your stay might depend on which room you are given, as they don't have standard amenities in every room (no tubs or fridges in some)."", 'a good hotel for the price and if you just need a place to sleep, but i would not recommend this hotel for lengthy stays. ']","a cheap place to stay three of us shared a room for one night while in town to attend a seattle seahawks game. we basically just needed a place to sleep, and that's why we chose this property. they asked us at check in which floor we would rather have - we said the ground floor, but when we discovered that the pool was right outside our window, we opted for the third floor overlooking an alley. plus, you could really smell the chlorine. our second attempt was much better, the room did not smell, and it was very tidy. there was a small in-room safe, but no fridge. the bathroom was small - we did have a tub - and one of the outlets in our room was not working, but overall the condition of the room was what i expected for a $70 a night hotel in the downtown area of a major city. there was a shuttle to and from the game for $2.50 each way and a complimentary sunday paper. the continental breakfast included toast, pastries, bagels and muffins and the usual breakfast beverages. we chose bagels, but they did not taste good at all, so we just popped over to the starbucks a block away. the major complaint that i would have about this property is that they need to do renovations in their bathrooms. the fan in the bathroom was not working well, and with three women, we needed a little more room and a little less humidity. from the other reviews i've read, it sounds as though the comfort of your stay might depend on which room you are given, as they don't have standard amenities in every room (no tubs or fridges in some). a good hotel for the price and if you just need a place to sleep, but i would not recommend this hotel for lengthy stays. ",3.0
2310,5.0,"['not so clean this hotel was 120 a night and close to the free bus zone and space needle.', 'i would never recommend this hotel to any friends or family. ']","not so clean this hotel was 120 a night and close to the free bus zone and space needle. those were the perks. the rest is awful. it was filthy dirty. they were understaffed and the desk clerks who were working were rude and not very knowledgable about the surrounding area. if you are looking to save some money and don't mind filth, then by all means book your room here. i would never recommend this hotel to any friends or family. ",1.0
2311,1.0,"[""can't recommend i'm considering relocating to seattle and spent nearly a week touring the area on a budget.even for the price (about $70 per night), this place was well below what i expected.""]","can't recommend i'm considering relocating to seattle and spent nearly a week touring the area on a budget.even for the price (about $70 per night), this place was well below what i expected. the room and hallways were dirty; the smell of urine permeated the parking lot - seems several homeless people were sleeping behind the hedges at a neighboring business.there are other economical hotels in this same area -- try one of those instead. ",1.0
2312,5.0,"['good when on a budget we stayed here for 5 nights on a trip to seattle.', ""i don't expect much from budget accommodation, you do get what you pay for, but for the time that we actually spend at the hotel (left daily at 8am, back at 9:30pm) i cannot complain."", 'the hotel is very well situated with a starbucks (surprise!)', 'it is also a short walk from the space needle and the 5 point cafMao .', 'we had no trouble walking around at night.', 'the hotel lift is a bit stuffy.', 'i would definitely stay there again. ']","good when on a budget we stayed here for 5 nights on a trip to seattle. i don't expect much from budget accommodation, you do get what you pay for, but for the time that we actually spend at the hotel (left daily at 8am, back at 9:30pm) i cannot complain. the hotel is very well situated with a starbucks (surprise!) just around the corner at a gas station. it is also a short walk from the space needle and the 5 point cafMao . we had no trouble walking around at night. our room overlooked the pool with the jacuzzi/spa bath and on our first night it was a bit noisy outside. (in summer, one might have to keep that in mind.) after traveling for 24 hours the noise did not really bother us. the room was spacious, clean, it had a safe and a small fridge which came in handy. there is a bit of a gap between the room door and the floor which lets through a bit of light in the evening (if you like to sleep in total darkness like i do), but a towel quickly sorted that out. our towels were nice and fluffy and that there was no bath did not bother us at all. the hotel lift is a bit stuffy. the breakfast is quite a sugary affair but coffee, orange juice, a wonderful washington apple and a bagel can set you up for the start of the day. i would definitely stay there again. ",3.0
2313,4.0,"['cheap and unpleasant this hotel is not very clean.', 'we were traveling with a baby- so we were not able to bath her there.it is cheap and the location is very close to the space needle.', 'we spoke with the front desk about it, and they told us that the call must have come from within the hotel- because there had not been any calls connected to our room through them.']","cheap and unpleasant this hotel is not very clean. there was no bathtub- only a small shower. we were traveling with a baby- so we were not able to bath her there.it is cheap and the location is very close to the space needle. however, the area is a little bit seedy.we also recieved a call to our room- my husband answered and a woman on the phone asked do you want some company?, when he asked who was calling she said oh, this is candy, and he hung up. we spoke with the front desk about it, and they told us that the call must have come from within the hotel- because there had not been any calls connected to our room through them. this did not make us feel much better.he said that it wasn't the first time that someone complained about prostitiues calling the rooms.we switched hotels to the la quinta inn and suites, a little bit more money- but it was way nicer. ",1.0
2314,3.0,"[""wasn't wild about the travelodge while the rates were ok for this hotel, i find their hotel description somewhat misleading (newly completed renovations, finished in 1997???)."", 'our family is usually as budget minded as they come, and we picked this hotel for proximity to space needle.', 'the area around this hotel is very suspect.', ""my husband and kids tried the hot tub but couldn't get out fast enough when a layer of scum covered the water when they turned on the jets.our travel rewards program rates this hotel a tier 4, out of 5. we've stayed in budget hotels all over western canada  the us - this is the only one we've left after one night."", ""there's no way it should be a tier 4 - i shudder to imagine what a tier 1 would be like."", 'i doubt i would ever check availability at this hotel again.', 'i only picked it since it was the only reasonably priced hotel near space needle with a pool.', 'i would now either spend a few extra min driving or give up the pool.', ""you'd have to be seriously budget minded to enjoy this hotel."", ""also, if you're looking for the downtown action and proximity promised by this hotel, be prepared for a long walk.""]","wasn't wild about the travelodge while the rates were ok for this hotel, i find their hotel description somewhat misleading (newly completed renovations, finished in 1997???). the rooms are outdated for 1987 actually. they're a normal size, beds are alright. our family is usually as budget minded as they come, and we picked this hotel for proximity to space needle. however, after one night we switched hotels. the area around this hotel is very suspect. the hallways are pretty noisy (and the big inch-high gaps under the doors made in the 50's or 60's don't help for noise reduction). my husband and kids tried the hot tub but couldn't get out fast enough when a layer of scum covered the water when they turned on the jets.our travel rewards program rates this hotel a tier 4, out of 5. we've stayed in budget hotels all over western canada  the us - this is the only one we've left after one night. there's no way it should be a tier 4 - i shudder to imagine what a tier 1 would be like. i doubt i would ever check availability at this hotel again. i only picked it since it was the only reasonably priced hotel near space needle with a pool. i would now either spend a few extra min driving or give up the pool. you'd have to be seriously budget minded to enjoy this hotel. also, if you're looking for the downtown action and proximity promised by this hotel, be prepared for a long walk. it was many blocks before we were into that kind of area. ",2.0
2315,4.0,"['would stay there again proximity to the space needle -great.', ""free parking-greatrooms of average size (117),clean, good shower, thick towels, but not much in the way of toiletries.good rate for a three night stay through website.breakfast wasn't much, but the donuts were so-o-o-o good and fresh."", 'front desk people were excellent - helpful, courteous, polite.i would stay here again for a basic, no-frills room.', 'however, i would probably ask for a room on the third or fourth floor.why pay more? ']","would stay there again proximity to the space needle -great. free parking-greatrooms of average size (117),clean, good shower, thick towels, but not much in the way of toiletries.good rate for a three night stay through website.breakfast wasn't much, but the donuts were so-o-o-o good and fresh. front desk people were excellent - helpful, courteous, polite.i would stay here again for a basic, no-frills room. however, i would probably ask for a room on the third or fourth floor.why pay more? ",4.0
2316,4.0,"[""good location great location but rooms could do with some updating, the windows didn't open (ground floor) so room was dim  stuffy. ""]","good location great location but rooms could do with some updating, the windows didn't open (ground floor) so room was dim  stuffy. ",3.0
2317,5.0,"['great location we were pleased with the staff and location upon arriving to this travelodge by the space needle.', ""the hotel doesn't have a tub (shower only) and the rooms were small."", ""but a short stay here for budget minded folks who need a place to just sleep and shower was perfect .couldn't beat the location to several walking restaurant and attractions.the staff were really nice and the rooms were clean and fresh fruits/doughnuts for breakfast kept us happy during this stay.we are looking forward to returning here again for another stay in the summer. ""]",great location we were pleased with the staff and location upon arriving to this travelodge by the space needle. the hotel doesn't have a tub (shower only) and the rooms were small. but a short stay here for budget minded folks who need a place to just sleep and shower was perfect .couldn't beat the location to several walking restaurant and attractions.the staff were really nice and the rooms were clean and fresh fruits/doughnuts for breakfast kept us happy during this stay.we are looking forward to returning here again for another stay in the summer. ,3.0
2318,4.0,"[""love the space needle we stayed here on our return from a friends 50th birthday in mexico.we arrived late but had a wonderfull view of the space needle all lit up at night.the room was nicer then i expected and the beds we're super soft.they were much appreciated after 10 days of hard beds in mexico.as for food we were told of a place to get pizza from and it was the best any of the 4 of us can recall....and was hot when we got it.the room also comes with continental breakfast which was great while we waited for our taxi to catch the clipper home at the end of our vacation. ""]",love the space needle we stayed here on our return from a friends 50th birthday in mexico.we arrived late but had a wonderfull view of the space needle all lit up at night.the room was nicer then i expected and the beds we're super soft.they were much appreciated after 10 days of hard beds in mexico.as for food we were told of a place to get pizza from and it was the best any of the 4 of us can recall....and was hot when we got it.the room also comes with continental breakfast which was great while we waited for our taxi to catch the clipper home at the end of our vacation. ,4.0
2319,5.0,"['never again my boyfriend and i stayed over easter weekend and chose the hotel because of its location and parking.', ""it's central to everything, walkable to the market and neighbourhoods with good restaurants and the space needle."", 'aside from the location (and parking) it was not a pleasant stay.', 'we travel on a budget but i would have been happy to pay more for a quieter, safer feeling hotel.', ""if you're looking for a relaxing, low key place to stay in the city, this isn't it. ""]","never again my boyfriend and i stayed over easter weekend and chose the hotel because of its location and parking. we paid about $70 usd for the room. it's central to everything, walkable to the market and neighbourhoods with good restaurants and the space needle. aside from the location (and parking) it was not a pleasant stay. the hallways smelled of smoke, the room was clean but in need of renovation. at reception there was a sign stating that they don't rent rooms for the purpose of underage drinking (or somethign to that effect). the blackout curtains were completely ripped (i mentioned this and asked that they be replaced but they never were) and the pillows were covered in plastic. we were woken up repeatedly by late night partiers and a barking dog. when i went down to get the continental breakfast (muffins, fruit, coffee) i was joined by some pretty dodgy people who did not look like they were staying there. and then on my way back up there was an empty beer bottle in the elevator. we travel on a budget but i would have been happy to pay more for a quieter, safer feeling hotel. the best western across the street looked like it might have been better. if you're looking for a relaxing, low key place to stay in the city, this isn't it. ",1.0
2320,3.0,"['for a few dollars more, you can stay at one of the other area hotels.on the plus side the location was good - right near the needle and within walking distance to restaurants.', 'there was a continental breakfast (donuts and coffee).on the down side - the hotel lobby, halls and room had a dank, perfumed smell about it.', 'looked like the hotel itself could really use an overhall.', 'the sheets were rather worn and i felt like i should sleep in my clothes.we booked the room for two nights, but left after our first night there and went to the best western next door and slept much better. ']","i wouldn't recommend i wouldn't recommend staying here unless everything else was booked. for a few dollars more, you can stay at one of the other area hotels.on the plus side the location was good - right near the needle and within walking distance to restaurants. the pool and whirlpool looked clean, although i didn't get a chance to try them out. there was a continental breakfast (donuts and coffee).on the down side - the hotel lobby, halls and room had a dank, perfumed smell about it. looked like the hotel itself could really use an overhall. the beds had big dips which were rather uncomfortable and i can usually sleep just about anywhere. the sheets were rather worn and i felt like i should sleep in my clothes.we booked the room for two nights, but left after our first night there and went to the best western next door and slept much better. ",2.0
2334,5.0,['good location with fancy shopping center across the street  good eateries close by.'],loved the travelodge very friendly and helpful staff. good location with fancy shopping center across the street  good eateries close by. we enjoyed our talks with staff  felt they went the extra mile when necessary. ,4.0
2335,2.0,"[""not a very special place i've been there for 4 days in august in order to visit seattle."", 'it is far from seattle downtown and parkings are expensive there, so that i recomend to choose another hotel to visit the city.', 'the swimmingpool of the motel is very big and the spa is also perfect to relax after a long day walking around seattle.', 'rooms are big and clean, however it is a little bit old and breakfast is not too good... in my opinion the motel is a little bit expensive for what the offer. ']","not a very special place i've been there for 4 days in august in order to visit seattle. it is far from seattle downtown and parkings are expensive there, so that i recomend to choose another hotel to visit the city. the swimmingpool of the motel is very big and the spa is also perfect to relax after a long day walking around seattle. rooms are big and clean, however it is a little bit old and breakfast is not too good... in my opinion the motel is a little bit expensive for what the offer. ",3.0
2336,4.0,"['bad experience the building smelled like cigarettes despite being a non-smoking hotel.', 'i did not feel comfortable at all in this hotel and was glad to get out. ']","bad experience the building smelled like cigarettes despite being a non-smoking hotel. our room smelled pungently like bleach. i had to take my comforter down to get a replacement because it had large stains on it. the mattress was exposed, old, and filthy. the shower alternated between very hot and very cold water. we could hear everything going on in the halls. i did not feel comfortable at all in this hotel and was glad to get out. ",1.0
