,aspectRating,aspectSentences,Content,Overall
2026,2.0,"['the log fire out front sets the tone for a cosy look that is carried out throughout the hotel.the location is pretty good as you have the space needle on one side and pike place on the other.it is expensive but i would not say it is value for money.', ""seattle is one of the most 'wired' cities in the world but the edgewater will charge you $25 for internet access.we were also woken two nights running by the fire alarms going off."", 'no form of compensation was forthcoming.we were also woken by the navy one morning who were berthed next door and like a big band and plenty of horns when they set sail.i also had to argue my case about a toll free phone call that they were attempting to bill me $70 for.so to summarise if you want to be kept awake in a lovely looking hotel who will suck the cash right out of your pockets then this is the place to be. ']",nice place but had issues with noise the edgewater is a great example of pacific northwest style. the log fire out front sets the tone for a cosy look that is carried out throughout the hotel.the location is pretty good as you have the space needle on one side and pike place on the other.it is expensive but i would not say it is value for money. seattle is one of the most 'wired' cities in the world but the edgewater will charge you $25 for internet access.we were also woken two nights running by the fire alarms going off. staff were giving contradictory instructions ('stay there'/'go to the fire point) and both times it was a fault. apparently this is not an unusual occurence. no form of compensation was forthcoming.we were also woken by the navy one morning who were berthed next door and like a big band and plenty of horns when they set sail.i also had to argue my case about a toll free phone call that they were attempting to bill me $70 for.so to summarise if you want to be kept awake in a lovely looking hotel who will suck the cash right out of your pockets then this is the place to be. ,2.0
2028,3.0,['not a family place our family wanted to spend a couple of days in seattle.'],"not a family place our family wanted to spend a couple of days in seattle. we have four children ages 4 to 9. they had never seen the ocean and we wanted to stay on the water. we all stayed together in one room like we always do. this room was almost 3 times the price of any of the other 5 hotels we stayed in on this vacation, and it was by far, the tiniest. the many hidden costs were annoying at the least. the fireplace looked nice but we couldn't control the temperature in the room. my husband and i slipped down to the bar one night for a drink after the kids went to sleep. the female bartender was very pleasant and helpful. she and one bellman were the only two people in the place that would give us the time of day though unless our wallets were out. i definitely did not feel this hotel was worth the money. ",2.0
2033,4.0,"['- everyone helpful and wanting to please.the room - fantastic: all-new bathroom with slate floors and shower, big claw foot tub, shoji screens so you can sit in the bath and look out over the water; flip-on fireplace with furry footrest, comfy chairs; good size desk with adequate plugs, wifi ($7/hr or $10/day); all amenities in room - full iron/board, coffee maker, hairdryer, lighted makeup mirror; high quality towels, bedding, shampoo, etc.', '; the bar/restaurants: gorgeous, on the water, great meeting place for business or pleasure.the price - wow: just $149/night on hotwire.the smell?']","impressed, entranced by the edgewater great location: close to excellent restaurants (newly remodeled elliot's was fantatstic) and beautiful walking/jogging waterfront park next door.great service: bellman offered to shuttle us to restaurants, car always arrived fast, front desk moved rooms quickly when one was a bit noisy (from fog horn/train), bellman got me a cup of hot tea in the morning at no charge when i was waiting for my jogging partner, etc. - everyone helpful and wanting to please.the room - fantastic: all-new bathroom with slate floors and shower, big claw foot tub, shoji screens so you can sit in the bath and look out over the water; flip-on fireplace with furry footrest, comfy chairs; good size desk with adequate plugs, wifi ($7/hr or $10/day); all amenities in room - full iron/board, coffee maker, hairdryer, lighted makeup mirror; high quality towels, bedding, shampoo, etc.; the bar/restaurants: gorgeous, on the water, great meeting place for business or pleasure.the price - wow: just $149/night on hotwire.the smell? - i was on the lookout for a moldy smell from other tripadvisor reviews, but there was none.only complaints - exercise room was small, only 3 or 4 cardio machines. but it is accessible 24 hours. ",5.0
2035,3.0,"[""rustic, almost elegant on-the-water experience i'm moving to seattle in a few months - and am staying in the area every other week or so until we move."", ""located along seattle's vibrant, revitalized waterfront it is surrounded by active cruise terminals, ferry docks, and some very nice on-the-water seafood restaurants."", 'the main lobby sets the tone for the look of the rest of the hotel: rustic elegance.', 'the rooms are so small the king size bed occupies a large portion of the space, with a fairly large, upholsted easy chair occupying most of the rest of the space.', 'our room had an inspiring view of the space needle - at night, it is spectacular.the bar/salon and restaurant are very good.', 'both the lounge/bar and dining rooms take great advantage of being on the water, with beautiful views of elliott bay, and the ferries and other ships cruising by.the wonderful restaurants of belltown are within a very easy walk, as are the pike place market, the space needle, and the shopping district near the convention center - and pioneer square and many other sites are just a few more minutes away.i was torn between an above average and average rating for this hotel.', ""this is not my favorite hotel (yet) so far in seattle, but it's in my top three now; and i wouldn't hestitate to recommend it to those who want a real waterfront feel to their hotel stay while in town. ""]","rustic, almost elegant on-the-water experience i'm moving to seattle in a few months - and am staying in the area every other week or so until we move. i try to stay in a different hotel each time i visit. two weeks ago, i spent a week in the edgewater.the first thing that struck me upon arriving at the hotel property is that it is on a pier - it is quite literally on the water - as in above it. located along seattle's vibrant, revitalized waterfront it is surrounded by active cruise terminals, ferry docks, and some very nice on-the-water seafood restaurants. my expectations were quite high upon arrival.the valet and front desk service was excellent throughout the week. they have clearly been very choosy in staffing these areas; they are engaging, polite, and highly efficient service providers. the main lobby sets the tone for the look of the rest of the hotel: rustic elegance. the hotel seems ripped right out of a 1990 orvis catalog, with rough hewn wood paneling and heavy use of greens and browns and plum colors. a large open fireplace further sets the tone as you head towards the elevator.upon exiting the elevator, you experience the worst of the edgewater: the hallways. they are not well lighted, somewhat dank, and seemingly two or three years past the time they should have been completely renovated. most of the rooms extend down one very long corridor, and the ambience/architecture of the walkway is not terribly inviting. nor does it seem all that clean, although i never saw refuse or even dirt ... it just seems less-than-clean, likely due to it's worn condition.the rooms are quite small, but well appointed. the rustic theme is most definitely continued into the rooms, and a gas fireplace occupies a fair chunk of one corner of the room. the rooms are so small the king size bed occupies a large portion of the space, with a fairly large, upholsted easy chair occupying most of the rest of the space. there are no drawers, and no place other than a run-of-the-mill closet by the door to hang close and store your luggage. among the nicest features of the hotel rooms are the bathrooms. while they are scarcely larger than a cruise ship bathroom, they feature a shower and bathroom floor lined with natural stone, featuring glass and chrome trim throughout. while small, it serves to modernize the otherwise stuck-in-the-early-90's decor of the room/hotel.the linens are of a high quality and exceptionally clean - the window coverings, carpet, and walls appeared to be in excellent repair and were very attractive. our room had an inspiring view of the space needle - at night, it is spectacular.the bar/salon and restaurant are very good. cocktails are exceptionally well made, and service is great as well. the bar was packed every night i was there, and seemed to attract people from the city - not just folks staying in the hotel. although i only had breakfast in the dining room, the food was very carefully prepared - hash browns were crispy on the outside and moist and flavorful inside; the fruit was delicious, and the cappucino first rate. both the lounge/bar and dining rooms take great advantage of being on the water, with beautiful views of elliott bay, and the ferries and other ships cruising by.the wonderful restaurants of belltown are within a very easy walk, as are the pike place market, the space needle, and the shopping district near the convention center - and pioneer square and many other sites are just a few more minutes away.i was torn between an above average and average rating for this hotel. it is not cheap, and i was concerned/distracted by the dated decor and poor condition of the hallways. however, the service, views, and quaint rooms were strong enough to walk away feeling as though the money was well spent. this is not my favorite hotel (yet) so far in seattle, but it's in my top three now; and i wouldn't hestitate to recommend it to those who want a real waterfront feel to their hotel stay while in town. ",4.0
2041,2.0,"['head to the edgewater i stayed at the edgewater for 2 nights while attending a business meeting that was held at the hotel.', 'this was actually by second stay at the hotel and while my first experience was not bad i beleive my most recent experience was better.the hotel is located on the waterfront in downtown seattle and feels like (and is decorated) a lodge rather than a corporate hotel.', ""it's walking distance to pike place market and a few restaurants."", 'guests can also find an umbrella in the closest which comes in handy given the frequency of rain in seattle.', 'the hotel offers wireless internet for a fee.', ""the things that aren't so great include the business center and the gym.""]","head to the edgewater i stayed at the edgewater for 2 nights while attending a business meeting that was held at the hotel. this was actually by second stay at the hotel and while my first experience was not bad i beleive my most recent experience was better.the hotel is located on the waterfront in downtown seattle and feels like (and is decorated) a lodge rather than a corporate hotel. it's walking distance to pike place market and a few restaurants. restaurant 67 is located in the hotel and there is also a bar which has a pretty extensive wine and drink list. unfortunately, i did not have a view of the water from my room but i found the room to be quite enjoyable. the room was very clean; each room has a fireplace; the bed was very comfortable; and the bathroom has a beautiful stone shower. guests can also find an umbrella in the closest which comes in handy given the frequency of rain in seattle. the hotel offers wireless internet for a fee. the things that aren't so great include the business center and the gym. the equipment in the gym is a bit dated. overall, i was pleased with my stay and would patronize this hotel in the future. ",4.0
2044,1.0,"[""theft at the edgewater (literally) don't get me wrong - the edgewater hotel in seattle is nice."", 'the view from the lobby was nice, but there were very few places for people to sit and be looking directly out at the sound.', 'for us, this was a major issue, we had traveled 2000 miles (in a car from texas) to stay in seattle and this put a big damper to our stay.', 'if you are going to seattle and have an endless budget, stay at this hotel.', 'on the other hand, if you would rather have a couple hundred extra dollars of spending money while you are visiting seattle, i would recommend any of the other standard chain hotels downtown, that rent for half as much and have great locations.']","theft at the edgewater (literally) don't get me wrong - the edgewater hotel in seattle is nice. it is in a decent location for walking to attractions and there are some upscale features. it is built on the water, but bear in mind that, unless you have a view from that side of the hotel, you will have to walk down the street to actually see the water. the view from the lobby was nice, but there were very few places for people to sit and be looking directly out at the sound. there were two major problems with our stay...1. the biggest issue - the room attendant or minibar attendant took two ipods from our room. the management did nothing to help and gave us the run around. for us, this was a major issue, we had traveled 2000 miles (in a car from texas) to stay in seattle and this put a big damper to our stay. 2. the hidden charges. add it up - parking is $26/day and is mandatory valet, if you have a car. tipping everyone from the bellman to the valet multiple times while you are there (if you get your car more than once). paying for your room itself - even if you got a pretty good deal through hotwire, like us. the rooms are nice, but they are not worth $300/night. on top of it all, we did not have a bathtub, just a shower. that was okay, but not what we would have expected. the room was small. the fireplace was nice, but we could not keep the room temperature regulated. it was either cold or hot - never moderate. if you are going to seattle and have an endless budget, stay at this hotel. keep plenty of cash on hand and make sure you don't take any valuables into your room, even if you lock them up or put them out of sight. if you do have something go missing, you will most likely hear, that has never happened at our hotel before. don't expect the management to help you in any way. the only way i would stay at this hotel again is if i had very deep pockets and did not mind spending a lot of money with little return. on the other hand, if you would rather have a couple hundred extra dollars of spending money while you are visiting seattle, i would recommend any of the other standard chain hotels downtown, that rent for half as much and have great locations. go with those and don't waste your money on the edgewater, if you are looking for a good value. ",2.0
2045,5.0,"['fabulous hotel in seattle fantastic hotel, but pricey.', ""it's the only hotel on the water in downtown seattle and well worth the price."", 'close to the infamous pike place market. ']","fabulous hotel in seattle fantastic hotel, but pricey. it's the only hotel on the water in downtown seattle and well worth the price. the restaurant view is spectacular- it cant be beat. rooms were nice, but nothing spectacular. staff was accomodating and friendly.great location. close to the infamous pike place market. ",5.0
2046,1.0,"['this hotel has the best location of any hotel in seattle.', 'i was on a business trip that was prebooked, but when i saw the rate i about died.']","one renovation away from being a great hotel. this hotel has the best location of any hotel in seattle. it is literally on a dock along the city's waterfront harbor. the views are simply spectacular.but you pay dearly for location. the decor is a little odd and the interior halls are badly in need of renovation. they have spent money to upgrade the rooms which are interesting, but they've not spent anything to upgrade the interior halls, etc.the hotel was built probably in the 50s or 60s and in some spots it looks like it.but the rooms are nice, albeit a little inconsistent. the waterfront balcony rooms have fireplaces and balconies where you can walk outside and enjoy the spectacular views.they are in a kind of rustic northwoods look.the bathrooms are simply to die for. nouveau chic style with marble counters, cut stone floors, big fluffy bathrobes, an interesting table top sink bowl, a walk in shower with thick doorless glass and the best showerhead i've ever used. the kind with a big oversized head that's practically like being under a waterfall. but the motifs of the bathroom and the room are in total contrast. the mix is not very appealing stylistically, but they are comfotable.the management doesn't get high marks from me because of the sign that says they want to save water so they will only change sheets every three days and towels only if you put them on the floor. but then the toilet and shower are not low flow and there's no sink drain stopper, so you have the leave the water running for ten minutes while getting ready. so much for water saving...it's clear they only want to save money not water.but they don't return the savings. while this is a very nice hotel in a great location, it is terribly overpriced. i was on a business trip that was prebooked, but when i saw the rate i about died. waaaaay too expensive. if they would do an interior renovation to clean up the hallways and bring down rates, this would be a spectacular hotel. ",4.0
2051,5.0,"['beware of the barge i stayed at the edgewater during my first stay in seattle.', 'well, i got the water front, but there is a giant and very noisy barge that is currently oocuyiong the space in front of the water front rooms.']","beware of the barge i stayed at the edgewater during my first stay in seattle. at over $500/night i was expecting a water front room. well, i got the water front, but there is a giant and very noisy barge that is currently oocuyiong the space in front of the water front rooms. if you book at this hotel, please call them first and ask whether or not the barge is there. they must be drudging or something... the noise was all day 7am to 6pm. i was able to negotiate 50% off my rate, which was great...but the whole experience was very strange. the restaurant is great...literally overhangs the waters edge with a great view of tacoma. ",3.0
2054,4.0,"['overview: as with all of my reviews, i rate the property to similar area facilities not class of hotel in one area vs. same class in another area.located on the waterfront adjacent to downtown it is an approximate 20-30 minute ride from the airport.', 'starbucks counter in lobby.', 'downtown is an easy walk (especially if you find the elevator) as dt is located on the hill above.', 'several restaurants and the famous pike street market within easy walkingHuo ?5 min or so.', 'wonderful view lobby.', 'hotel has free shuttle service into town.', 'small business center but adequate.', 'lighting in bathroom somewhat dim and short on shelf space.', 'wonderful venue for either personal or business events. ']","a must do!!!! overview: as with all of my reviews, i rate the property to similar area facilities not class of hotel in one area vs. same class in another area.located on the waterfront adjacent to downtown it is an approximate 20-30 minute ride from the airport. cab ride was $33.00. the structure consists of a single wooden 4-story building located on a pier. the dMao cor theme of the hotel is lodge or adirondacks cabin. single restaurant and bar. small gym and gift shop. starbucks counter in lobby. parking is outside, on the property and limited. downtown is an easy walk (especially if you find the elevator) as dt is located on the hill above. several restaurants and the famous pike street market within easy walkingHuo ?5 min or so. the beetles stayed here and fished out one of the windows. photos available. do get a waterfront view room. worth the extra.the good: rooms are eclectic furnished in the mountain lodge theme. each room seems to be slightly different. size matters here. on the street side they can be quite small. some (read upgrade) have great soaking tubs. a sliding wall (ala japanese style) opens and you can view panoramic view of mtns, bay etc from tub. some rooms have gas fireplace. large 42Huo ?plasma t.v. small desk two sitting chairs in upgraded room. great contemporary bathroom with rock and some granite. shower is glass and open sided. bellman at door on arrival. great bedding. breakfast buffet in the restaurant. mini bar service, daily paper. catering service and functions including food were outstanding. wonderful view lobby. band in bar. hotel has free shuttle service into town. small business center but adequate. this place exudes atmosphere. food on premises was excellent.the bad: would not recommend this hotel for handicapped. facilities are small and could be difficult. noise. there is no refuge. if you have a waterfront you are subject to anything from ship horns to waves hitting the aluminum docks. restaurant/bar below some rooms could be a problem. on the street side many complained of parking lot and train noises. occupant above kept me up with late night pacing on carpeted floor. bring earplugs for good nights sleep. with the sliding wall some people may find their toilet privacy lacking as the wall is basically paper. lighting in bathroom somewhat dim and short on shelf space. outside bell service, even when given advance warning of large parties did not secure taxis. could not decide if this was on purpose or not, as there was always a more expensive limo available parked in the lot. attitude of the employees (except catering) seemed a bit aloof, especially reservations. that said service was always more then satisfactory except for the cabs and read below.the ugly: bar service. downright unsatisfactory, and on the high end, price wise. bottom line: this is a great venue, a definite must do. the hotel is campy, nearby most venues, has great rooms and charm and decent food. wonderful venue for either personal or business events. ",4.0
2057,4.0,"[""nice cozy hotel..with great staff this hotel is very cozy feeling and is great if you want to be near the water or in the pike's market area (only a 10 minute walk)."", ""the fire place was a nice touch, i didn't use it because i was in seattle on one of those off days in june when the weather was actually great and some what warm."", ""i bought fish at pike's market and they were very quick to make sure it was well preserved until i was ready to check - out."", 'i was easily able to connect to the wireless network that they have available through the hotel.', ""very accomodating.i would stay in this hotel again and would recommend it to people who want to stay on or near the water in seattle and near pike's market."", ""if you go to pike's market and enjoy cheese, there is a great place called beechers... they have the best soups and mac and cheese ever! ""]","nice cozy hotel..with great staff this hotel is very cozy feeling and is great if you want to be near the water or in the pike's market area (only a 10 minute walk). my room was suppose to be a city view room, but when i checked in they upgraded me to a water view room. it didn't have the tub that you see in the pictures, but it had a great rock and glass walk in shower. the beds seem to be very comfortable at least for me. the decoration of the hotel is a little kitchy (sp?), but cute. i felt like i was in a lodge or a place that should be in fhe forest. the fire place was a nice touch, i didn't use it because i was in seattle on one of those off days in june when the weather was actually great and some what warm. the staff at the edgewater were very helpful and accomodating. they were able to help me with many of my questions or issues that i had unrelated to the hotel. i bought fish at pike's market and they were very quick to make sure it was well preserved until i was ready to check - out. i was easily able to connect to the wireless network that they have available through the hotel. the location of this hotel is great for anyone that may be taking the clipper to canada. the dock is right next door to the hotel and they will even help you with your luggage to the ferry. very accomodating.i would stay in this hotel again and would recommend it to people who want to stay on or near the water in seattle and near pike's market. if you go to pike's market and enjoy cheese, there is a great place called beechers... they have the best soups and mac and cheese ever! ",4.0
2059,3.0,"['great lobby area takes in the water view and is very comfortable.', 'city side rooms are almost as good but look backwards onto downtown.', '$26 valet parking charge is a little steep but not out of line for downtown seattle.', 'it is about a 15 minute walk to the main part of downtown. ']","excellent hotel: amazing views stayed one night after booking on priceline (2 adults, 2 kids). boutique hotel is in a spectacular waterfront setting right on the pier. staff were great. views are breathtaking. great lobby area takes in the water view and is very comfortable. the hunting lodge decor which some reviews take offense too seemed rather tasteful and appropriate to me (if you want bland, stay at a chain). water side rooms get the views plus added amenities such as nicer bathrooms and flat panel tvs. city side rooms are almost as good but look backwards onto downtown. major caveat on the city side rooms is the noise from the train tracks which are very close. trains run all night. the hotel should invest in better soundproofing for the city side windows. restaurant (67) also has the amazing view and has excellent food. $26 valet parking charge is a little steep but not out of line for downtown seattle. a regular lot across the street from the hotel is cheaper. it is about a 15 minute walk to the main part of downtown. ",4.0
2061,1.0,"['nice views of the water from some rooms, and the lobby and restaurant3.', 'charging for wireless internet5.', ""way too expensive for what it is - a motor hotel trying to pretend it's a first-rate hotelmight be a problem for some...tiny roomsshower only in some roomstrain noise might be bothersomelocation amongst the tourist trap area, quite a walk to downtown shops ""]","did not like this hotel!! we booked on priceline and i was quite shocked that they considered this hotel a 4-star. it just is not what we are used to!!the good - 1. nice crisp bed linens2. nice views of the water from some rooms, and the lobby and restaurant3. the hotel shop had some nice things for salethe bad - 1. the decor is too kitschy for words. birchbark print wallpaper. bears on lampshades. every stick of furniture made from raw logs or antlers.2. weird musty smell 3. valet parking is a total ripoff and unneccessary4. charging for wireless internet5. very pricey restaurant6. lasting impression of the manager at the front desk was of bra straps and weird panty lines - not professional-looking!7. rough stone tile floor in bathroom - no way it could be kept clean - a haven for yucky stuff like maybe plantar wart viruses!7. way too expensive for what it is - a motor hotel trying to pretend it's a first-rate hotelmight be a problem for some...tiny roomsshower only in some roomstrain noise might be bothersomelocation amongst the tourist trap area, quite a walk to downtown shops ",2.0
2063,3.0,"['worse hotel on our west coast vacation spent two plus weeks traveling the west coast and staying in the besthotels, and was not disappointed in any of them until arriving at theedgewater hotel in seattle.', 'and imagine...all of this charm for a mere $500.00 per night plus $10.00 for internet connection and a whopping $26.50 for parking per night.']","worse hotel on our west coast vacation spent two plus weeks traveling the west coast and staying in the besthotels, and was not disappointed in any of them until arriving at theedgewater hotel in seattle. it's a wooden framed and floored hotel with paper thin walls and you can hear everything and everyone around, above, below and in between. literally was kept awake all night with slamming doors, toilets flushing, phones ringing, people coughing, people walking in the room above, a metal pier outside the room with large metal drums banging against it with the waves, did not have enough hot water to half fill the claw footed tub, and to top it all off, at 6:00a.m. sat. morning the wait staff began settingup a conference room directly across from our room for a morning breakfast. they banged the chairs, tables and dishes for an hour thenthe attendees arrived at 7:00 and proceeded to greet one another, talk on cell phones right outside our door. we complained, received a release from our reservation, and moved to another hotel. and imagine...all of this charm for a mere $500.00 per night plus $10.00 for internet connection and a whopping $26.50 for parking per night. what a deal! wouldn't return to this hotel if given a freeby....and by the way...this is the first negative review or review of any kind i've ever written...that's how bad it was. ",1.0
2067,4.0,"['we also found the edgewater to be within walking distance to downtown and a number of good restaurants.', 'we also enjoyed the ambiance of their lobby.']","will return to the edgewater our visit was excellent and we will return. although the room accommodations was a tight fit for three people, it was very clean and our housekeeper was attentive to details. we found the front desk, restaurant staff, and bell desk to be friendly and informative. the water view from our guestroom was worth paying for. the food in the restaurant was pricey but the impeccable service made it all worth it! the bell staff graciously accommodated our request for the complimentary shuttle service to pikes market. we spent a total of 6 nights at the edgewater and we have nothing to complain about. we also found the edgewater to be within walking distance to downtown and a number of good restaurants. we also enjoyed the ambiance of their lobby. thank you to the staff of the edgewater for a wonderful visit. we will return someday! ",5.0
2069,5.0,"['if you do stay in a city side room, either eat in the hotel or have a drink in the lobby, there are very large windows with a view of the water.']","excellent view, very relaxing first off, book a full waterfront view room. it's no fun having a view of the parking lot with a city side view or only some of the water with a partial water view room. the hotel rooms have been redecorated/remodeled during the past year. some rooms have very nice bathrooms with a shower, slate floors and claw foot bathtub. these are very nice. open the sliding doors to the bathroom and view the water while taking a bath. the hotel is pet friendly which is great if your little friend is with you. our dog loves it! the room has a fireplace and the entire setting is very romantic. the waterfront is wonderful to watch, there is continual ferry traffic, some merchant ship traffic and on some days, there may be multiple cruise ships. sunsets can be gorgeous over the olympic mountains in the distance. if you do stay in a city side room, either eat in the hotel or have a drink in the lobby, there are very large windows with a view of the water. we've stayed at the edgewate for 10 years and have always found the entire staff to be very helpful and friendly. the hotel charges to park your car in the lot in which is a bit of a rip off. the hotel is pricey but well worth it for a nice getaway. ",5.0
2073,4.0,"['there is alot to see and do in the downtown area and we either walked or took the shuttle.', 'i would stay at this hotel again and i would reccommend it for anyone that wants to stay in the downtown seatle area . ']","a very nice place to stay this hotel is very unique in that it is built on a pier and you have a great view of the ocean on the waterside of the hotel. we stayed for 3 nights and were very happy with the hotel. the staff was very friendly and very helpful. we ate breakfast there 2 days and we order room service and the food was excellent, even though a little pricey. the room was decorated in a cute lodge motiff and it was comfortable. the bed and linens were excellent. the hotel has a shuttle that will take you anywhere in the dowtown area which was great. we parked our car and didn't move it for 3 days. there is alot to see and do in the downtown area and we either walked or took the shuttle. i would stay at this hotel again and i would reccommend it for anyone that wants to stay in the downtown seatle area . ",4.0
2074,4.0,['fabulous hotel       the edgewater from the top of the space needle - the brown and white building to the right... '],fabulous hotel       the edgewater from the top of the space needle - the brown and white building to the right... ,5.0
2108,3.0,"['the service and the free shuttle was great.', 'observed more than one pet leave the building with people.a one night getaway in our opinion at the most.for the same price we could have stayed at a modern hotel downtown. ']","nice but rooms are overrated. the service and the free shuttle was great. (if the shuttle is busy, no ride) the rooms are very small and although newly appointed with tile, carpet and some furniture are somewhat lacking in detail. rusty door hinges, cob webs behind the curtains, and the bathrooms are 5 x 5 with little or no shelvings.also seems like some residents from a different era are living there. observed more than one pet leave the building with people.a one night getaway in our opinion at the most.for the same price we could have stayed at a modern hotel downtown. ",3.0
2109,5.0,"['2nd visit went okay but still not my first pick the good:free town car use in town (they expect tips and donHuo Zhua  go to the airport)fast check-in/check outfree internet and its fast and consistent (big plus)pretty in old-fashioned way very good food in restaurant/room service (but limited selection)tea maker in room makes excellent tea (loved it)friendly staff in each departmentbed was decent and lighting in room was goodgood bath productsthe bad:checked into wrong room (had suite, checked into regular room); they fixed when i asked about it water in shower is extremely inconsistent and dangerous.', 'it went from cold to scalding hot in seconds and wouldnHuo Zhua  maintain a steady temperature (actually burnt my skin) very strange strong odor in hallways (but not in rooms) heat did not work in my room (they sent up heater but took 2 days) no clock in room (had to ask for one, which they sent) no sound proof windows; street sounds were extremely loud (sirens, cars, train whistles in early am, even heard what sounded like drag racing several nights) no bathtub in a suite room is ridiculous; only had a tiny shower not close to pike street/tourist area (but short cab/car away)iHuo Ji e given this hotel two chances.']","2nd visit went okay but still not my first pick the good:free town car use in town (they expect tips and donHuo Zhua  go to the airport)fast check-in/check outfree internet and its fast and consistent (big plus)pretty in old-fashioned way very good food in restaurant/room service (but limited selection)tea maker in room makes excellent tea (loved it)friendly staff in each departmentbed was decent and lighting in room was goodgood bath productsthe bad:checked into wrong room (had suite, checked into regular room); they fixed when i asked about it water in shower is extremely inconsistent and dangerous. it went from cold to scalding hot in seconds and wouldnHuo Zhua  maintain a steady temperature (actually burnt my skin) very strange strong odor in hallways (but not in rooms) heat did not work in my room (they sent up heater but took 2 days) no clock in room (had to ask for one, which they sent) no sound proof windows; street sounds were extremely loud (sirens, cars, train whistles in early am, even heard what sounded like drag racing several nights) no bathtub in a suite room is ridiculous; only had a tiny shower not close to pike street/tourist area (but short cab/car away)iHuo Ji e given this hotel two chances. would i stay here again? maybe but i would definitely look elsewhere first. (w, four seasons, pan pacific, etc.) the shower burn was a big turn-off and not easy to forget. the level of service is not up to par with 4 star hotels at all but the staff is nice enough and theyHuo Ding e trying. half the issue is the building is just old. half appears to be a lack of anticipating basic needs or informing guests of items. ieno bathtub in an upgraded room was a rude shock. itHuo Chu  not completely horrible but so much ends up not going smoothly or to guest expectation that it ends up feeling like a hassle. i upgraded to the junior suite on this visit because i thought it would be better than the regular room on my last visit but there was barely any difference and the lack of basics was still the same. i also do not remotely understand anyone rating this a 5 star hotel. maybe based on friendliness yes, but execution? no way. not if youHuo Ji e traveled at all and stayed at a true 5 star hotel. and they seriously need to work on the water situation. it's not only a hassle but dangerous. what if i'd been someone that couldn't jump out the way fast enough? i moved really quickly and still got hurt. ",3.0
2110,4.0,"['great atmosphere we arrived in seattle and had two nights booked into the sorrento to begin our two week holiday in washington.', 'we were made to feel very welcome and were provided with some very useful information from front desk staff..our room was very comfortable and quiet,we had a great nights sleep and were able to explore downtown seattle the following morning, only 15 mins walk (downhill)..we enjoyed taking a ride down to pionner square in the complimentary hotel car, following drinks in the elegant yet relaxed hotel bar and fireside room..we thoroughly enjoyed our stay here, and would recommend the sorrento.. having stayed in other, more expensive hotels in seattle it is worth the extra few blocks walk up the hill...i also had the best breakfast at this hotelof our whole trip, and a decent cup of tea too! ']","great atmosphere we arrived in seattle and had two nights booked into the sorrento to begin our two week holiday in washington. we were made to feel very welcome and were provided with some very useful information from front desk staff..our room was very comfortable and quiet,we had a great nights sleep and were able to explore downtown seattle the following morning, only 15 mins walk (downhill)..we enjoyed taking a ride down to pionner square in the complimentary hotel car, following drinks in the elegant yet relaxed hotel bar and fireside room..we thoroughly enjoyed our stay here, and would recommend the sorrento.. having stayed in other, more expensive hotels in seattle it is worth the extra few blocks walk up the hill...i also had the best breakfast at this hotelof our whole trip, and a decent cup of tea too! ",5.0
2111,5.0,"['great stay at the sorrento we have just returned from a 5 day stay at the sorrento hotel in seattle, washington.', 'we had difficulties connecting to the internet the first hour we arrived.', 'we toured around the city for our 5 days and the hotel has a car available, free of charge, for destinations within a 2 mile radius.', 'seattle is a city that definitely has a lot of rain and the sorrento is prepared.']","great stay at the sorrento we have just returned from a 5 day stay at the sorrento hotel in seattle, washington. we stayed in a sorrento suite with two queen beds. the hotel, while older, was very nice and charming. beds turned down at night with chocolates on the pillows is still the norm at the sorrento. pillows galore. each bed had six. we would like to give special mention to the staff. they made our stay enjoyable in every possible way. we had difficulties connecting to the internet the first hour we arrived. an it person, andrew, was sent to our room. he figured out the problem and had us up and running within a half hour. not only knowlegeable but very polite and friendly. that was how we found the whole staff.the concerige was always smiling and willing to offer suggestions for meals and had maps available for the guests use. we toured around the city for our 5 days and the hotel has a car available, free of charge, for destinations within a 2 mile radius. every driver was also so friendly and offered suggestions for restaurants and sights to see. each made a special effort to make sure we were dropped right at the door of our destination. seattle is a city that definitely has a lot of rain and the sorrento is prepared. complimentary umbrellas are supplied for your use. another example of the effort the sorrento makes for their guests to ensure a pleasant and comfortable stay. our visit receives a 5 out of 5 rating. we would definitely return to the sorrento. ",5.0
2113,5.0,"['highlight of our trip the sorrento was by far the most enjoyable stay on our fantastic two-week tour of western canada, ending in seattle.', ""wireless internet worked fine, but they provide an ethernet cable just in case.we did not have a car here, so didn't deal with parking."", 'the walk to pike place is pleasant and seems safe. ']","highlight of our trip the sorrento was by far the most enjoyable stay on our fantastic two-week tour of western canada, ending in seattle. the luxury factor may be higher at some others, but the feeling of sorrento is unbeatable. even for a boutique hotel, the staff are ultra helpful without being intrusive. our room was perfection (except maybe too great an assortment of pillows). the elevator was plenty fast for us, but i guess it could be slow at busy times. wireless internet worked fine, but they provide an ethernet cable just in case.we did not have a car here, so didn't deal with parking. the walk to pike place is pleasant and seems safe. ",5.0
